SURVEY_START_TIME,SURVEY_END_TIME,DEVICE_ID,LOCATION,_LOCATION_latitude,_LOCATION_longitude,_LOCATION_altitude,_LOCATION_precision,VILLAGE_NAME,ALT_VILLAGE_NAME,NUMBER_OF_HOUSEHOLDS,DISTRICT,CHIEFDOM,WARD,CONSTITUENCY,NEAREST_HC_LOCATION,NEAREST_HC_TYPE,meta/instanceID,_uuid,_submission_time
2015-01-19T10:26:32.329Z,2015-01-19T17:06:58.335Z,3.53323E+14,8.75674556 -11.96650528 121.5999984741211 8.0,8.75674556,-11.96650528,121.5999985,8,Mayagba,n/a,500,Bombali,Paki Masabong,92,30,Makoloh,primary,uuid:bef2a35f-c715-43d8-aae5-0273a7b4e8ae,bef2a35f-c715-43d8-aae5-0273a7b4e8ae,2015-01-19T17:41:20
2015-01-19T11:02:03.380Z,2015-01-19T11:21:26.039Z,3.53323E+14,8.75905529 -11.9551948 132.8000030517578 8.0,8.75905529,-11.9551948,132.8000031,8,Makolor,No,50,Bombali,Paki Masabong,92,30,Village,primary,uuid:0c55b307-0fd8-4d08-b67c-41e3d9565abb,0c55b307-0fd8-4d08-b67c-41e3d9565abb,2015-01-19T17:41:47
2015-01-19T11:30:07.407Z,2015-01-19T17:07:36.862Z,3.53323E+14,8.76670308 -11.93992919 139.6999969482422 8.0,8.76670308,-11.93992919,139.6999969,8,Mabando,No,80,Bombali,Paki Masabong,92,30,Village,primary,uuid:33cc2647-e2e8-487c-a288-e2a5200eb79e,33cc2647-e2e8-487c-a288-e2a5200eb79e,2015-01-19T17:41:50
2015-01-19T11:58:51.762Z,2015-01-19T12:06:22.333Z,3.53323E+14,8.77261778 -11.94522151 124.5 8.0,8.77261778,-11.94522151,124.5,8,Makaprr,No,16,Bombali,Paki Masabong,92,30,Village,primary,uuid:c3067d5f-d43f-480e-9231-7d81873425ae,c3067d5f-d43f-480e-9231-7d81873425ae,2015-01-19T17:41:51
2015-01-18T22:11:21.834+08,2015-01-18T22:22:28.319+08,3.55072E+14,8.74846629219121 -11.941137370406802 122.0 5.0,8.748466292,-11.94113737,122,5,Masaybana,n/a,40,Bombali,Paki Masabong,92,30,Magburaka,secondary,uuid:344b0a01-944c-48e1-a01a-1ab478b9d8c3,344b0a01-944c-48e1-a01a-1ab478b9d8c3,2015-01-19T17:48:23
2015-01-19T10:51:25.344Z,2015-01-19T14:50:52.748Z,3.58599E+14,8.756085742961561 -11.92488238572297 113.48713447467041 6.0,8.756085743,-11.92488239,113.4871345,6,Makotha,n/a,60,Bombali,Paki Masabong,94,30,Mapakie,primary,uuid:abc2fa13-81c4-4035-bfe3-13d86186a7ba,abc2fa13-81c4-4035-bfe3-13d86186a7ba,2015-01-19T17:49:06
2015-01-18T22:32:13.221+08,2015-01-18T22:39:18.534+08,3.55072E+14,8.766327988618704 -11.94021092415946 160.0 5.0,8.766327989,-11.94021092,160,5,Mabando,n/a,80,Bombali,Paki Masabong,92,30,Makoloh,primary,uuid:26058ed1-5fb7-47f2-bd8f-bd9b8f29d071,26058ed1-5fb7-47f2-bd8f-bd9b8f29d071,2015-01-19T17:49:10
2015-01-18T22:45:03.692+08,2015-01-18T22:53:40.765+08,3.55072E+14,8.772743115940864 -11.945088317194259 138.0 5.0,8.772743116,-11.94508832,138,5,Makaprr,n/a,35,Bombali,Paki Masabong,92,30,Mokoloh,primary,uuid:86358f68-d4f4-45dc-b7db-b622e425be31,86358f68-d4f4-45dc-b7db-b622e425be31,2015-01-19T17:49:12
2015-01-18T22:59:51.677+08,2015-01-18T23:27:17.842+08,3.55072E+14,8.831259802453827 -11.992373716174697 114.0 5.0,8.831259803,-11.99237372,114,5,One House,n/a,40,Bombali,Paki Masabong,92,30,Pathbana,secondary,uuid:81895aa0-5a11-4983-89ba-2c170af1e6eb,81895aa0-5a11-4983-89ba-2c170af1e6eb,2015-01-19T17:49:14
2015-01-18T23:31:23.910+08,2015-01-18T23:39:41.037+08,3.55072E+14,8.835258769228368 -11.986354125611937 113.0 5.0,8.835258769,-11.98635413,113,5,makup,n/a,30,Bombali,Paki Masabong,92,30,mokoloh,primary,uuid:78cb98cf-bfb7-4681-8832-158c4ffc0f23,78cb98cf-bfb7-4681-8832-158c4ffc0f23,2015-01-19T17:49:18
2015-01-18T23:46:49.129+08,2015-01-18T23:54:34.816+08,3.55072E+14,8.840887824055054 -11.976957410757404 121.0 5.0,8.840887824,-11.97695741,121,5,Kabaka,n/a,57,Bombali,Paki Masabong,92,30,Kabombeh,primary,uuid:4ea35eba-79c1-4142-b37b-cd9fc9a7099a,4ea35eba-79c1-4142-b37b-cd9fc9a7099a,2015-01-19T17:49:20
2015-01-19T00:17:13.414+08,2015-01-19T00:24:12.678+08,3.55072E+14,8.823335314614742 -11.974772446845861 174.0 5.0,8.823335315,-11.97477245,174,5,Maforaka,n/a,40,Bombali,Paki Masabong,92,30,Massangi,primary,uuid:9ae081df-b600-413a-b7a7-454c98ead8b7,9ae081df-b600-413a-b7a7-454c98ead8b7,2015-01-19T17:49:22
2015-01-19T01:41:31.851+08,2015-01-19T01:49:39.652+08,3.55072E+14,8.734633274536296 -11.950154808158446 106.0 5.0,8.734633275,-11.95015481,106,5,Mayawlaw,n/a,320,Bombali,Paki Masabong,92,30,Magburaka,secondary,uuid:3bc1b861-27a8-45e7-ba6e-b44b193d4819,3bc1b861-27a8-45e7-ba6e-b44b193d4819,2015-01-19T17:49:26
2015-01-19T08:26:29.768Z,2015-01-19T08:34:58.207Z,9.90003E+14,8.54123936 -11.93681607 70.0 6.0,8.54123936,-11.93681607,70,6,Komrabai,Polie,41,Tonkolili,Gbonkolenken,215,63,Mathamp,primary,uuid:f0ffbc5e-2dda-4ce1-999f-82dc190e75cf,f0ffbc5e-2dda-4ce1-999f-82dc190e75cf,2015-01-19T18:42:04
2015-01-19T08:40:05.028Z,2015-01-19T08:47:32.494Z,9.90003E+14,8.54530289 -11.94552877 92.0 8.0,8.54530289,-11.94552877,92,8,Mathamp,London,100,Tonkolili,Gbonkolenken,215,63,Mathamp ,primary,uuid:fa845a19-b77a-48f0-b459-f237a7e12f41,fa845a19-b77a-48f0-b459-f237a7e12f41,2015-01-19T18:42:50
2015-01-19T08:47:48.520Z,2015-01-19T09:11:52.237Z,9.90003E+14,8.54123244 -11.96190115 116.30000305175781 7.0,8.54123244,-11.96190115,116.3000031,7,Rothowa,n/a,50,Tonkolili,Gbonkolenken,215,63,Mathamp,primary,uuid:2e18beb6-76a6-4bf2-a78a-c2896c6e370f,2e18beb6-76a6-4bf2-a78a-c2896c6e370f,2015-01-19T18:42:54
2015-01-19T09:52:42.924Z,2015-01-19T09:59:10.199Z,9.90003E+14,8.47661016 -11.98966639 88.19999694824219 6.0,8.47661016,-11.98966639,88.19999695,6,Masumana,n/a,400,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:9f121c8f-1a41-4018-939f-1db810147a9c,9f121c8f-1a41-4018-939f-1db810147a9c,2015-01-19T18:42:59
2015-01-19T10:16:31.982Z,2015-01-19T10:24:24.455Z,9.90003E+14,8.45552225 -11.96842011 96.30000305175781 8.0,8.45552225,-11.96842011,96.30000305,8,Maforabia,n/a,50,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:eb49c9fa-4ebb-42c2-be04-dc53ea6a10ca,eb49c9fa-4ebb-42c2-be04-dc53ea6a10ca,2015-01-19T18:43:06
2015-01-19T10:31:40.248Z,2015-01-19T10:37:10.967Z,9.90003E+14,8.44443443 -11.97030613 108.0 5.0,8.44443443,-11.97030613,108,5,Roshathkyn,Maturnton,2,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:86b582b9-e88d-4998-b55d-73f7973bdca2,86b582b9-e88d-4998-b55d-73f7973bdca2,2015-01-19T18:43:12
2015-01-19T10:43:47.587Z,2015-01-19T10:52:59.093Z,9.90003E+14,8.43734899 -11.97667233 106.5 9.0,8.43734899,-11.97667233,106.5,9,Makeba,n/a,10,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:1ac75370-9707-4877-b57d-baadc769ebea,1ac75370-9707-4877-b57d-baadc769ebea,2015-01-19T18:43:17
2015-01-19T10:58:54.285Z,2015-01-19T11:05:55.269Z,9.90003E+14,8.43391059 -11.98471423 106.4000015258789 9.0,8.43391059,-11.98471423,106.4000015,9,Makakay,Rolath,10,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:ac006160-d199-453e-b18d-319aa8abb82a,ac006160-d199-453e-b18d-319aa8abb82a,2015-01-19T18:43:23
2015-01-19T11:22:00.772Z,2015-01-19T11:28:13.438Z,9.90003E+14,8.43553534 -11.99797399 107.19999694824219 8.0,8.43553534,-11.99797399,107.1999969,8,Moserah,n/a,40,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:2cb075a7-969c-4c71-8ca0-819573f8255a,2cb075a7-969c-4c71-8ca0-819573f8255a,2015-01-19T18:43:48
2015-01-19T11:39:37.696Z,2015-01-19T11:44:36.742Z,9.90003E+14,8.44015802 -12.01598004 143.8000030517578 9.0,8.44015802,-12.01598004,143.8000031,9,Rogbangba,n/a,50,Tonkolili,Gbonkolenken,216,63,Masumana,n/a,uuid:539da035-c756-48c9-8d88-3c0850466696,539da035-c756-48c9-8d88-3c0850466696,2015-01-19T18:43:50
2015-01-19T11:49:43.573Z,2015-01-19T11:53:12.468Z,9.90003E+14,8.44029522 -12.02326844 92.30000305175781 6.0,8.44029522,-12.02326844,92.30000305,6,Marrofour,n/a,40,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:5796cdb2-0031-4e7d-a6d8-644662c4def6,5796cdb2-0031-4e7d-a6d8-644662c4def6,2015-01-19T18:43:54
2015-01-19T12:14:34.866Z,2015-01-19T12:21:31.869Z,9.90003E+14,8.44122071 -12.0611531 105.80000305175781 8.0,8.44122071,-12.0611531,105.8000031,8,Magbuneh,n/a,100,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:b4dbb013-5c02-40dd-8c0f-0013bcdd693e,b4dbb013-5c02-40dd-8c0f-0013bcdd693e,2015-01-19T18:43:58
2015-01-19T12:34:34.785Z,2015-01-19T12:40:03.974Z,9.90003E+14,8.4409195 -12.06103455 104.4000015258789 9.0,8.4409195,-12.06103455,104.4000015,9,Makereh ,n/a,10,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:2e24ce31-ec91-43f5-89fe-a159af147971,2e24ce31-ec91-43f5-89fe-a159af147971,2015-01-19T18:44:02
2015-01-19T12:42:55.068Z,2015-01-19T12:48:42.453Z,9.90003E+14,8.44088047 -12.05980171 113.0999984741211 8.0,8.44088047,-12.05980171,113.0999985,8,Madigba,n/a,5,Tonkolili,Gbonkolenken,216,63,Masumana,primary,uuid:1e22e727-a8fc-4b27-838f-0701faa74e40,1e22e727-a8fc-4b27-838f-0701faa74e40,2015-01-19T18:44:05
2015-01-19T13:35:18.033Z,2015-01-19T13:41:10.594Z,9.90003E+14,8.4221702 -11.99170483 131.60000610351563 5.0,8.4221702,-11.99170483,131.6000061,5,Magbomgba,n/a,40,Tonkolili,Gbonkolenken,216,63,Royeben,primary,uuid:64d47f7f-df06-49f5-91c6-6941a6d81dc4,64d47f7f-df06-49f5-91c6-6941a6d81dc4,2015-01-19T18:44:08
2015-01-19T13:56:59.868Z,2015-01-19T14:56:48.034Z,9.90003E+14,8.39661373 -11.99462208 99.4000015258789 8.0,8.39661373,-11.99462208,99.40000153,8,Royebeh,n/a,400,Tonkolili,Gbonkolenken,216,63,Royebeh,n/a,uuid:a4ffc345-8a95-4e15-99a8-c9f53af6b5e7,a4ffc345-8a95-4e15-99a8-c9f53af6b5e7,2015-01-19T18:44:09
